URL,Status,Timestamp
https://jobs.lever.co/42dot/cf913117-8bb0-47c2-9d58-c15b62f7b7e0,Success,2025-04-23 04:32:04
https://jobs.lever.co/42dot/cf913117-8bb0-47c2-9d58-c15b62f7b7e0,Success,2025-04-23 04:33:26
